road,num_properties,properties_roof_insulation,properties_walls_insulation,properties_windows_insulation,properties_floor_insulation,perc_properties_roof_insulation,perc_properties_walls_insulation,perc_properties_windows_insulation,perc_properties_floor_insulation,avg_CO2_emissions,avg_energy_consumption,avg_energy_efficiency,properties_A_rating,properties_B_rating,properties_C_rating,properties_D_rating,properties_E_rating,properties_F_rating,properties_G_rating,perc_properties_A_rating,perc_properties_B_rating,perc_properties_C_rating,perc_properties_D_rating,perc_properties_E_rating,perc_properties_F_rating,perc_properties_G_rating
 Camelford Close (RG2),10,1,0,9,1,10,0,90,10,33,194,73,0,0,9,1,0,0,0,0,0,90,10,0,0,0
 Canal Way (RG1),2,2,1,2,0,100,50,100,0,47,270,64,0,0,1,1,0,0,0,0,0,50,50,0,0,0
 Candlewood Drive (RG2),6,6,6,6,0,100,100,100,0,20,116,80,0,2,4,0,0,0,0,0,33,67,0,0,0,0
 Cannon Street (RG1),35,2,0,22,0,6,0,63,0,62,348,57,0,0,1,22,11,0,1,0,0,3,63,31,0,3
 Canterbury Road (RG2),25,9,20,22,0,36,80,88,0,43,241,67,0,2,11,11,0,0,1,0,8,44,44,0,0,4
 Capital Point (RG1),35,35,0,35,20,100,0,100,57,35,209,76,0,7,27,1,0,0,0,0,20,77,3,0,0,0
 Cardiff Mews (RG1),10,5,0,10,4,50,0,100,40,49,288,72,0,0,9,1,0,0,0,0,0,90,10,0,0,0
 Cardiff Road (RG1),83,8,0,70,3,10,0,84,4,53,301,59,0,0,10,49,20,3,1,0,0,12,59,24,4,1
 Cardigan Gardens (RG1),27,3,1,12,1,11,4,44,4,53,308,58,0,0,3,14,9,1,0,0,0,11,52,33,4,0
 Cardigan Road (RG1),94,5,0,61,0,5,0,65,0,55,315,58,0,0,11,59,18,2,4,0,0,12,63,19,2,4
 Cardinal Close (RG4),32,9,0,31,0,28,0,97,0,55,327,50,0,0,4,9,9,10,0,0,0,12,28,28,31,0
 Carey Street (RG1),22,5,2,19,4,23,9,86,18,48,281,61,0,1,5,10,5,0,1,0,5,23,45,23,0,5
 Carisbrooke Close (RG4),6,0,4,6,0,0,67,100,0,43,248,61,0,0,2,2,2,0,0,0,0,33,33,33,0,0
 Carlisle Road (RG31),3,0,1,3,1,0,33,100,33,32,176,70,0,1,1,0,1,0,0,0,33,33,0,33,0,0
 Carlton Road (RG4),18,1,11,17,0,6,61,94,0,42,232,63,0,0,6,9,3,0,0,0,0,33,50,17,0,0
 Carnarvon Road (RG1),58,0,0,30,0,0,0,52,0,53,312,56,0,1,1,33,19,4,0,0,2,2,57,33,7,0
 Carnoustie Court (RG1),3,3,0,1,0,100,0,33,0,52,308,70,0,0,3,0,0,0,0,0,0,100,0,0,0,0
 Caroline Street (RG1),8,6,5,8,3,75,62,100,38,43,269,57,0,0,2,3,1,2,0,0,0,25,38,12,25,0
 Carron Close (RG30),14,5,7,14,4,36,50,100,29,37,203,71,0,4,4,3,3,0,0,0,29,29,21,21,0,0
 Carsdale Close (RG1),29,7,20,29,0,24,69,100,0,43,242,65,0,0,11,17,1,0,0,0,0,38,59,3,0,0
 Castle Crescent (RG1),43,30,11,24,6,70,26,56,14,62,367,58,0,8,3,17,10,2,3,0,19,7,40,23,5,7
 Castle Hill (RG1),32,18,0,10,2,56,0,31,6,66,399,52,0,0,5,10,12,1,4,0,0,16,31,38,3,12
 Castle Street (RG1),15,13,2,10,6,87,13,67,40,57,351,60,0,1,8,1,2,2,1,0,7,53,7,13,13,7
 Catherine Street (RG30),66,4,0,47,2,6,0,71,3,55,311,57,0,0,4,45,14,2,1,0,0,6,68,21,3,2
 Caversham Road (RG1),45,12,4,38,1,27,9,84,2,53,302,57,0,0,6,18,19,2,0,0,0,13,40,42,4,0
 Caversham Wharf (RG1),15,15,0,15,0,100,0,100,0,35,203,71,0,0,12,3,0,0,0,0,0,80,20,0,0,0
 Cawsam Gardens (RG4),8,0,0,8,0,0,0,100,0,50,282,60,0,0,1,5,2,0,0,0,0,12,62,25,0,0
 Cedar Road (RG2),14,4,5,12,1,29,36,86,7,50,273,61,0,0,4,6,4,0,0,0,0,29,43,29,0,0
 Cedarwood Crescent (RG4),10,0,5,9,0,0,50,90,0,46,264,60,0,0,3,5,2,0,0,0,0,30,50,20,0,0
 Centurion Close (RG1),16,0,0,10,1,0,0,62,6,42,246,70,0,0,10,5,1,0,0,0,0,62,31,6,0,0
 Chagford Road (RG2),38,4,25,35,0,11,66,92,0,49,278,62,0,0,16,15,4,3,0,0,0,42,39,11,8,0
 Chalgrove Way (RG4),10,0,5,8,0,0,50,80,0,45,238,61,0,0,0,8,2,0,0,0,0,0,80,20,0,0
 Champion Road (RG4),14,1,2,12,0,7,14,86,0,52,301,59,0,0,2,8,4,0,0,0,0,14,57,29,0,0
 Champlain Street (RG2),95,95,86,95,95,100,91,100,100,14,77,85,0,95,0,0,0,0,0,0,100,0,0,0,0,0
 Chandler Close (RG30),2,2,2,2,2,100,100,100,100,14,87,85,0,2,0,0,0,0,0,0,100,0,0,0,0,0
 Chapel Hill (RG31),50,2,19,45,6,4,38,90,12,51,292,60,0,0,14,23,10,3,0,0,0,28,46,20,6,0
 Charles Evans Way (RG4),12,3,2,9,0,25,17,75,0,52,296,66,0,0,6,5,1,0,0,0,0,50,42,8,0,0
 Charles Street (RG1),44,7,6,38,3,16,14,86,7,60,354,56,0,1,3,20,17,3,0,0,2,7,45,39,7,0
 Charlotte Close (RG4),4,0,0,4,4,0,0,100,100,19,113,81,0,4,0,0,0,0,0,0,100,0,0,0,0,0
 Chatham Street (RG1),11,10,7,7,6,91,64,64,55,31,184,78,0,6,4,1,0,0,0,0,55,36,9,0,0,0
 Chatsworth Close (RG4),1,0,0,1,0,0,0,100,0,47,243,60,0,0,0,1,0,0,0,0,0,0,100,0,0,0
 Chaucer Close (RG4),14,1,0,14,0,7,0,100,0,38,216,69,0,0,9,5,0,0,0,0,0,64,36,0,0,0
 Chazey Road (RG4),33,6,18,26,4,18,55,79,12,43,236,62,0,4,6,12,9,2,0,0,12,18,36,27,6,0
 Cheddington Close (RG30),6,1,5,6,0,17,83,100,0,45,247,63,0,0,2,3,1,0,0,0,0,33,50,17,0,0
 Chelsea Close (RG30),8,0,4,8,0,0,50,100,0,51,276,58,0,0,2,3,2,1,0,0,0,25,38,25,12,0
 Chelt Close (RG30),20,4,0,20,12,20,0,100,60,24,140,79,0,10,10,0,0,0,0,0,50,50,0,0,0,0
 Chepstow Road (RG31),5,1,4,5,0,20,80,100,0,48,266,59,0,0,1,2,2,0,0,0,0,20,40,40,0,0
 Cheriton Court (RG1),5,5,0,5,0,100,0,100,0,42,238,73,0,0,4,1,0,0,0,0,0,80,20,0,0,0
 Cherry Close (RG4),10,1,6,9,0,10,60,90,0,56,312,55,0,0,0,6,4,0,0,0,0,0,60,40,0,0
 Cherry Grove (RG2),43,0,0,43,21,0,0,100,49,33,185,73,0,0,40,3,0,0,0,0,0,93,7,0,0,0
 Cherwell Crescent (RG1),2,1,0,2,1,50,0,100,50,43,253,71,0,0,2,0,0,0,0,0,0,100,0,0,0,0
 Cherwell Road (RG4),4,2,3,4,0,50,75,100,0,39,178,63,0,0,0,4,0,0,0,0,0,0,100,0,0,0
" Chester Street (RG30, RG4)",102,21,14,82,3,21,14,80,3,55,312,58,0,1,12,57,25,4,3,0,1,12,56,25,4,3
 Chesterman Street (RG1),33,1,0,28,0,3,0,85,0,55,317,57,0,0,1,25,5,2,0,0,0,3,76,15,6,0
 Chestnut Avenue (RG4),4,0,0,4,0,0,0,100,0,58,319,54,0,0,0,2,2,0,0,0,0,0,50,50,0,0
 Chichester Road (RG30),40,4,14,36,1,10,35,90,2,42,234,64,0,1,10,27,1,1,0,0,2,25,68,2,2,0
 Chieveley Close (RG31),8,1,6,8,0,12,75,100,0,46,255,60,0,0,0,6,2,0,0,0,0,0,75,25,0,0
 Childrey Way (RG31),3,0,1,3,0,0,33,100,0,38,218,65,0,0,0,3,0,0,0,0,0,0,100,0,0,0
 Chiltern Heights (RG4),6,0,0,6,3,0,0,100,50,37,206,65,0,0,0,6,0,0,0,0,0,0,100,0,0,0
 Chiltern Road (RG4),72,3,3,59,0,4,4,82,0,56,315,55,0,0,3,42,22,4,1,0,0,4,58,31,6,1
 Chineham Court (RG2),10,0,0,10,8,0,0,100,80,34,192,73,0,0,9,1,0,0,0,0,0,90,10,0,0,0
 Cholmeley Place (RG1),12,1,0,8,0,8,0,67,0,60,351,54,0,0,0,8,3,1,0,0,0,0,67,25,8,0
 Cholmeley Road (RG1),97,8,1,67,0,8,1,69,0,55,316,56,0,0,7,54,28,7,1,0,0,7,56,29,7,1
 Cholmeley Terrace (RG1),8,0,0,6,0,0,0,75,0,60,333,56,0,0,0,6,2,0,0,0,0,0,75,25,0,0
 Christchurch Court (RG2),6,6,0,6,0,100,0,100,0,37,194,79,0,3,3,0,0,0,0,0,50,50,0,0,0,0
 Christchurch Gardens (RG2),8,0,1,4,1,0,12,50,12,52,302,52,0,0,3,1,1,3,0,0,0,38,12,12,38,0
 Christchurch Road (RG2),50,10,4,25,2,20,8,50,4,70,403,48,0,0,2,15,23,6,4,0,0,4,30,46,12,8
 Chudleigh Gardens (RG2),6,2,5,6,0,33,83,100,0,40,220,66,0,0,2,4,0,0,0,0,0,33,67,0,0,0
 Church End Lane (RG30),33,2,13,33,0,6,39,100,0,55,308,54,0,0,1,16,15,1,0,0,0,3,48,45,3,0
" Church Road (RG4, RG6)",30,2,7,25,1,7,23,83,3,54,306,55,0,1,0,15,12,0,2,0,3,0,50,40,0,7
" Church Street (RG1, RG4)",12,2,1,6,0,17,8,50,0,55,312,58,0,0,2,6,2,2,0,0,0,17,50,17,17,0
 Church Terrace (RG1),8,0,0,6,0,0,0,75,0,56,304,55,0,0,0,4,4,0,0,0,0,0,50,50,0,0
 Cintra Avenue (RG2),6,1,3,3,0,17,50,50,0,45,257,57,0,0,0,4,2,0,0,0,0,0,67,33,0,0
 Cintra Close (RG2),58,4,0,58,27,7,0,100,47,33,187,70,0,0,47,11,0,0,0,0,0,81,19,0,0,0
 Circuit Lane (RG30),68,8,27,62,5,12,40,91,7,48,272,61,0,4,16,31,13,4,0,0,6,24,46,19,6,0
 City Road (RG31),13,1,2,9,0,8,15,69,0,56,314,58,0,0,1,8,2,2,0,0,0,8,62,15,15,0
 Clarendon Road (RG6),44,4,0,33,0,9,0,75,0,59,335,58,0,0,5,29,6,3,1,0,0,11,66,14,7,2
 Claydon Court (RG4),5,5,0,4,0,100,0,80,0,74,460,63,0,0,1,3,1,0,0,0,0,20,60,20,0,0
 Clayton Walk (RG2),9,0,0,9,0,0,0,100,0,41,233,67,0,1,3,4,1,0,0,0,11,33,44,11,0,0
 Clent Road (RG2),2,0,1,2,0,0,50,100,0,32,192,70,0,0,2,0,0,0,0,0,0,100,0,0,0,0
 Clevedon Road (RG31),8,0,6,5,1,0,75,62,12,38,207,63,0,0,3,3,1,1,0,0,0,38,38,12,12,0
 Clifton Park Road (RG4),27,2,5,13,4,7,19,48,15,54,307,51,0,2,3,5,10,6,1,0,7,11,19,37,22,4
 Clifton Street (RG1),19,2,0,11,0,11,0,58,0,59,338,55,0,0,2,9,7,1,0,0,0,11,47,37,5,0
 Clonmel Close (RG4),121,4,2,121,55,3,2,100,45,35,201,72,0,0,106,15,0,0,0,0,0,88,12,0,0,0
 Coalport Way (RG30),34,2,10,34,0,6,29,100,0,41,230,67,0,1,13,19,1,0,0,0,3,38,56,3,0,0
 Cockney Hill (RG30),65,10,38,53,3,15,58,82,5,49,271,57,0,1,15,26,16,6,1,0,2,23,40,25,9,2
 Coldicutt Street (RG4),20,1,0,8,0,5,0,40,0,57,322,56,0,0,2,11,5,2,0,0,0,10,55,25,10,0
 Coley Avenue (RG1),122,74,78,115,65,61,64,94,53,29,163,74,0,58,26,24,12,2,0,0,48,21,20,10,2,0
 Coley Hill (RG1),24,10,2,10,2,42,8,42,8,60,349,55,0,0,5,9,7,2,1,0,0,21,38,29,8,4
 Coley Park Road (RG1),4,0,1,3,0,0,25,75,0,57,327,50,0,0,0,1,3,0,0,0,0,0,25,75,0,0
 Coley Place (RG1),18,13,8,16,1,72,44,89,6,47,266,66,0,1,10,2,5,0,0,0,6,56,11,28,0,0
 College Road (RG6),35,5,2,18,1,14,6,51,3,55,309,50,0,0,1,12,18,2,2,0,0,3,34,51,6,6
 Colliers Way (RG30),24,0,10,24,0,0,42,100,0,49,280,58,0,0,4,13,5,1,1,0,0,17,54,21,4,4
 Collis Street (RG2),58,5,0,48,1,9,0,83,2,58,330,56,0,0,5,34,14,5,0,0,0,9,59,24,9,0
 Combe Road (RG30),60,1,9,55,0,2,15,92,0,43,244,65,0,1,19,35,4,1,0,0,2,32,58,7,2,0
 Commercial Road (RG2),7,6,0,7,7,86,0,100,100,23,133,80,0,4,3,0,0,0,0,0,57,43,0,0,0,0
 Coningham Road (RG2),7,0,4,7,0,0,57,100,0,53,299,56,0,0,1,3,2,1,0,0,0,14,43,29,14,0
 Conisboro Avenue (RG4),42,4,10,26,1,10,24,62,2,53,299,53,0,0,1,20,14,7,0,0,0,2,48,33,17,0
 Conisboro Way (RG4),1,0,0,0,0,0,0,0,0,56,315,54,0,0,0,0,1,0,0,0,0,0,0,100,0,0
 Coniston Drive (RG30),24,1,6,21,0,4,25,88,0,56,311,57,0,0,2,15,5,2,0,0,0,8,62,21,8,0
 Connaught Close (RG30),7,1,2,7,0,14,29,100,0,57,360,52,0,0,1,3,1,1,1,0,0,14,43,14,14,14
 Connaught Road (RG30),97,9,8,73,1,9,8,75,1,54,316,56,0,1,8,55,25,5,3,0,1,8,57,26,5,3
 Connecticut Street (RG2),11,11,0,11,11,100,0,100,100,15,85,83,0,11,0,0,0,0,0,0,100,0,0,0,0,0
 Conwy Close (RG30),19,19,19,19,19,100,100,100,100,16,91,83,0,19,0,0,0,0,0,0,100,0,0,0,0,0
 Cooper Close (RG2),9,0,0,7,0,0,0,78,0,52,295,58,0,0,2,2,5,0,0,0,0,22,22,56,0,0
 Copenhagen Close (RG2),27,5,8,25,0,19,30,93,0,40,227,69,0,0,16,11,0,0,0,0,0,59,41,0,0,0
 Copperfields (RG4),16,2,2,16,8,12,12,100,50,33,191,67,0,0,6,10,0,0,0,0,0,38,62,0,0,0
 Copse Avenue (RG4),10,2,7,9,0,20,70,90,0,60,326,56,0,0,2,4,3,1,0,0,0,20,40,30,10,0
 Copse End (RG4),2,0,0,2,1,0,0,100,50,24,144,78,0,0,2,0,0,0,0,0,0,100,0,0,0,0
 Corbridge Road (RG2),12,4,2,10,0,33,17,83,0,45,255,64,0,0,5,6,1,0,0,0,0,42,50,8,0,0
 Corfe Mews (RG4),8,2,3,8,0,25,38,100,0,54,300,56,0,0,1,5,2,0,0,0,0,12,62,25,0,0
 Corinne Close (RG2),26,3,3,26,0,12,12,100,0,45,253,63,0,0,6,17,3,0,0,0,0,23,65,12,0,0
 Cornwood Gardens (RG2),4,0,4,4,0,0,100,100,0,39,229,70,0,0,3,1,0,0,0,0,0,75,25,0,0,0
 Coronation Square (RG30),19,18,17,18,5,95,89,95,26,47,274,69,0,5,5,7,2,0,0,0,26,26,37,11,0,0
 Corwen Road (RG30),110,41,58,106,0,37,53,96,0,45,251,66,0,2,52,47,8,1,0,0,2,47,43,7,1,0
 Courage Court (RG30),7,2,0,5,3,29,0,71,43,33,180,71,0,0,7,0,0,0,0,0,0,100,0,0,0,0
 Courtenay Drive (RG4),13,3,8,9,0,23,62,69,0,50,287,58,0,0,3,6,3,0,1,0,0,23,46,23,0,8
 Coventry Road (RG1),88,4,0,65,1,5,0,74,1,59,335,57,0,0,6,56,19,7,0,0,0,7,64,22,8,0
 Cowper Way (RG30),7,1,3,7,0,14,43,100,0,38,206,66,0,0,3,4,0,0,0,0,0,43,57,0,0,0
 Craig Avenue (RG30),29,8,2,22,2,28,7,76,7,72,421,55,0,0,3,12,13,0,1,0,0,10,41,45,0,3
 Cranbourne Gardens (RG30),7,1,1,6,0,14,14,86,0,47,264,61,0,0,0,6,1,0,0,0,0,0,86,14,0,0
 Cranbury Road (RG30),107,6,3,82,0,6,3,77,0,57,325,56,0,0,10,69,19,3,6,0,0,9,64,18,3,6
 Crane Wharf (RG1),7,1,1,6,2,14,14,86,29,40,223,70,0,0,5,2,0,0,0,0,0,71,29,0,0,0
 Cranford Mews (RG1),7,7,0,7,1,100,0,100,14,68,416,66,0,0,3,4,0,0,0,0,0,43,57,0,0,0
 Craven Road (RG1),8,1,1,7,4,12,12,88,50,37,201,67,0,0,4,3,0,1,0,0,0,50,38,0,12,0
 Crawshay Drive (RG4),44,2,25,39,2,5,57,89,5,43,241,61,0,0,14,22,6,1,1,0,0,32,50,14,2,2
 Crendon Court (RG4),12,5,1,11,0,42,8,92,0,63,378,60,0,0,2,8,2,0,0,0,0,17,67,17,0,0
" Crescent Road (RG1, RG31)",95,13,12,74,7,14,13,78,7,51,294,57,0,1,13,46,31,3,1,0,1,14,48,33,3,1
 Cressingham Road (RG2),85,6,44,74,2,7,52,87,2,48,271,61,0,1,15,48,18,3,0,0,1,18,56,21,4,0
 Cresswell Close (RG2),17,2,12,17,0,12,71,100,0,40,218,67,0,0,6,10,1,0,0,0,0,35,59,6,0,0
 Crispin Close (RG4),7,0,1,6,0,0,14,86,0,58,312,49,0,0,0,3,2,2,0,0,0,0,43,29,29,0
 Cromer Close (RG31),4,0,1,2,0,0,25,50,0,58,321,54,0,0,0,3,1,0,0,0,0,0,75,25,0,0
 Cromwell Road (RG4),63,6,3,43,2,10,5,68,3,60,341,56,0,0,5,38,12,7,1,0,0,8,60,19,11,2
 Crown Street (RG1),14,8,2,14,11,57,14,100,79,34,197,72,0,5,3,6,0,0,0,0,36,21,43,0,0,0
 Culver Mews (RG6),1,0,0,1,1,0,0,100,100,27,140,75,0,0,1,0,0,0,0,0,0,100,0,0,0,0
 Culver Road (RG6),30,1,3,23,0,3,10,77,0,55,317,52,0,0,2,13,13,2,0,0,0,7,43,43,7,0
 Cumberland Road (RG1),113,19,1,91,2,17,1,81,2,55,312,58,0,0,13,72,20,6,2,0,0,12,64,18,5,2
 Curzon Street (RG30),109,7,5,90,19,6,5,83,17,46,254,62,0,5,19,64,19,2,0,0,5,17,59,17,2,0
 Cwmcarn (RG4),11,2,4,11,4,18,36,100,36,40,222,64,0,0,2,8,1,0,0,0,0,18,73,9,0,0
 Dacre Avenue (RG4),8,1,6,8,0,12,75,100,0,40,221,64,0,0,1,7,0,0,0,0,0,12,88,0,0,0
 Dalton Close (RG30),8,0,4,8,0,0,50,100,0,45,251,64,0,0,2,6,0,0,0,0,0,25,75,0,0,0
 Danes Close (RG30),2,2,1,2,2,100,50,100,100,20,114,80,0,1,1,0,0,0,0,0,50,50,0,0,0,0
 Darell Road (RG4),15,0,2,10,0,0,13,67,0,59,327,46,0,0,1,3,6,5,0,0,0,7,20,40,33,0
 Dartington Close (RG30),2,0,2,2,0,0,100,100,0,48,247,61,0,0,0,2,0,0,0,0,0,0,100,0,0,0
 Dartmouth Terrace (RG1),7,5,0,5,1,71,0,71,14,47,274,68,0,0,4,3,0,0,0,0,0,57,43,0,0,0
 Dawlish Road (RG2),49,2,32,41,0,4,65,84,0,50,276,62,0,0,13,25,10,1,0,0,0,27,51,20,2,0
 De Beauvoir Road (RG1),124,1,3,95,1,1,2,77,1,47,272,61,0,0,19,85,18,1,1,0,0,15,69,15,1,1
 De Montfort Road (RG1),29,1,1,23,0,3,3,79,0,52,294,58,0,0,2,19,6,2,0,0,0,7,66,21,7,0
 Deansgate Road (RG1),9,6,0,4,2,67,0,44,22,43,247,70,0,0,6,3,0,0,0,0,0,67,33,0,0,0
 Dee Road (RG30),55,12,41,54,0,22,75,98,0,45,252,64,0,0,13,34,7,1,0,0,0,24,62,13,2,0
 Deepdene Close (RG1),8,1,4,7,0,12,50,88,0,43,242,61,0,0,3,3,2,0,0,0,0,38,38,25,0,0
 Delaney Close (RG30),15,0,2,15,0,0,13,100,0,43,237,63,0,0,7,4,3,1,0,0,0,47,27,20,7,0
 Delft Close (RG30),7,0,3,6,0,0,43,86,0,50,268,60,0,0,0,6,1,0,0,0,0,0,86,14,0,0
 Dellwood Park (RG4),15,5,1,15,9,33,7,100,60,30,166,70,0,1,10,4,0,0,0,0,7,67,27,0,0,0
 Denbeigh Place (RG1),50,2,4,50,22,4,8,100,44,38,220,68,0,0,22,28,0,0,0,0,0,44,56,0,0,0
 Denbury Gardens (RG2),6,0,4,6,0,0,67,100,0,36,191,68,0,0,5,1,0,0,0,0,0,83,17,0,0,0
 Denby Way (RG30),31,2,6,28,0,6,19,90,0,46,257,64,0,0,12,15,3,1,0,0,0,39,48,10,3,0
 Denmark Road (RG1),13,2,1,5,0,15,8,38,0,54,304,48,0,0,0,7,3,2,1,0,0,0,54,23,15,8
 Derby Road (RG4),47,30,9,32,6,64,19,68,13,42,240,67,0,4,21,13,9,0,0,0,9,45,28,19,0,0
 Derby Street (RG1),12,1,0,8,0,8,0,67,0,55,310,57,0,1,0,6,5,0,0,0,8,0,50,42,0,0
 Derwent Avenue (RG30),6,1,3,6,1,17,50,100,17,45,244,63,0,0,3,2,1,0,0,0,0,50,33,17,0,0
 Deveron Drive (RG30),45,35,31,43,29,78,69,96,64,27,152,78,0,30,3,9,3,0,0,0,67,7,20,7,0,0
 Devon Drive (RG4),5,0,4,5,0,0,80,100,0,43,232,61,0,0,1,3,1,0,0,0,0,20,60,20,0,0
 Devonshire Park (RG2),51,9,1,47,13,18,2,92,25,42,231,63,0,0,16,25,9,1,0,0,0,31,49,18,2,0
 Dickens Close (RG4),32,0,0,32,13,0,0,100,41,38,218,70,0,0,19,13,0,0,0,0,0,59,41,0,0,0
 Don Close (RG30),23,5,14,22,4,22,61,96,17,33,181,72,0,4,12,5,2,0,0,0,17,52,22,9,0,0
 Donegal Close (RG4),25,0,4,22,2,0,16,88,8,42,232,65,0,0,11,11,3,0,0,0,0,44,44,12,0,0
 Donkin Hill (RG4),10,1,2,9,1,10,20,90,10,46,249,62,0,0,2,6,2,0,0,0,0,20,60,20,0,0
 Donnington Gardens (RG1),129,3,1,99,0,2,1,77,0,52,296,58,0,0,14,70,40,5,0,0,0,11,54,31,4,0
 Donnington Road (RG1),92,6,2,62,1,7,2,67,1,49,282,59,0,0,11,54,25,1,1,0,0,12,59,27,1,1
 Dorothy Street (RG1),16,0,0,11,0,0,0,69,0,62,359,51,0,0,0,6,8,2,0,0,0,0,38,50,12,0
 Dorset Street (RG30),17,0,1,15,0,0,6,88,0,57,324,55,0,0,2,8,5,1,1,0,0,12,47,29,6,6
 Douglas Road (RG4),22,5,7,20,0,23,32,91,0,49,271,60,0,0,1,16,5,0,0,0,0,5,73,23,0,0
 Dovecote Road (RG2),27,2,9,21,4,7,33,78,15,45,253,66,0,0,12,12,3,0,0,0,0,44,44,11,0,0
 Dovedale Close (RG4),11,8,7,11,0,73,64,100,0,41,231,69,0,0,6,5,0,0,0,0,0,55,45,0,0,0
 Dover Street (RG1),22,2,0,18,0,9,0,82,0,48,280,63,0,0,5,14,3,0,0,0,0,23,64,14,0,0
 Downing Road (RG31),27,0,1,25,0,0,4,93,0,65,365,51,0,0,1,12,9,4,1,0,0,4,44,33,15,4
 Downshire Square (RG1),27,4,11,21,7,15,41,78,26,73,431,53,0,0,4,10,7,6,0,0,0,15,37,26,22,0
 Drake Way (RG2),24,20,16,24,24,83,67,100,100,19,103,82,0,18,6,0,0,0,0,0,75,25,0,0,0,0
 Drayton Road (RG30),35,3,11,31,0,9,31,89,0,50,283,57,0,0,2,20,11,2,0,0,0,6,57,31,6,0
 Dresden Way (RG30),10,0,1,9,0,0,10,90,0,49,269,60,0,0,2,6,2,0,0,0,0,20,60,20,0,0
 Dudley Close (RG31),20,13,7,17,0,65,35,85,0,52,300,64,0,0,10,7,2,1,0,0,0,50,35,10,5,0
 Dudley Mews (RG31),6,0,0,6,0,0,0,100,0,45,241,67,0,0,2,4,0,0,0,0,0,33,67,0,0,0
 Dulnan Close (RG30),67,11,12,65,5,16,18,97,7,45,250,67,0,5,23,34,3,2,0,0,7,34,51,4,3,0
 Dulverton Gardens (RG2),14,0,5,12,0,0,36,86,0,46,252,59,0,0,4,8,0,2,0,0,0,29,57,0,14,0
 Dumbarton Way (RG4),13,3,7,12,0,23,54,92,0,38,211,68,0,1,4,8,0,0,0,0,8,31,62,0,0,0
 Dunsfold Road (RG30),8,0,4,7,0,0,50,88,0,61,367,58,0,0,2,2,4,0,0,0,0,25,25,50,0,0
 Dunstall Close (RG31),15,2,3,15,1,13,20,100,7,43,236,64,0,0,3,12,0,0,0,0,0,20,80,0,0,0
 Dunster Close (RG4),1,0,1,1,0,0,100,100,0,34,175,69,0,0,1,0,0,0,0,0,0,100,0,0,0,0
 Durham Close (RG2),19,6,3,18,0,32,16,95,0,54,297,64,0,0,5,12,2,0,0,0,0,26,63,11,0,0
 Dwyer Road (RG30),19,6,3,19,0,32,16,100,0,51,310,62,0,0,6,9,2,2,0,0,0,32,47,11,11,0
 Earley Hill Road (RG6),4,1,3,3,0,25,75,75,0,55,322,50,0,0,0,3,0,1,0,0,0,0,75,0,25,0
 Earls Mead (RG6),7,0,0,7,4,0,0,100,57,33,180,70,0,0,5,2,0,0,0,0,0,71,29,0,0,0
 Earlsfield Close (RG4),5,0,2,5,0,0,40,100,0,55,311,55,0,0,1,2,1,1,0,0,0,20,40,20,20,0
 East Street (RG1),10,10,0,10,0,100,0,100,0,62,368,59,0,0,0,9,1,0,0,0,0,0,90,10,0,0
 Eastern Avenue (RG1),88,28,11,54,5,32,12,61,6,65,376,52,0,1,10,30,33,12,2,0,1,11,34,38,14,2
 Eastgate Court (RG1),1,0,0,1,1,0,0,100,100,27,155,74,0,0,1,0,0,0,0,0,0,100,0,0,0,0
 Eccles Close (RG4),7,0,1,7,0,0,14,100,0,47,275,61,0,0,2,3,2,0,0,0,0,29,43,29,0,0
 Eddleston Way (RG30),51,51,51,51,51,100,100,100,100,13,72,86,0,51,0,0,0,0,0,0,100,0,0,0,0,0
 Edenhall Close (RG31),4,0,1,4,0,0,25,100,0,61,344,50,0,0,0,1,3,0,0,0,0,0,25,75,0,0
 Edenham Crescent (RG1),49,7,21,47,9,14,43,96,18,42,231,64,0,0,12,35,2,0,0,0,0,24,71,4,0,0
 Edgar Milward Close (RG30),7,1,0,5,1,14,0,71,14,46,269,67,0,0,1,6,0,0,0,0,0,14,86,0,0,0
 Edgehill Street (RG1),112,4,4,80,0,4,4,71,0,58,333,56,0,0,7,71,23,7,4,0,0,6,63,21,6,4
 Edinburgh Road (RG30),42,0,1,37,0,0,2,88,0,53,300,59,0,0,3,29,8,2,0,0,0,7,69,19,5,0
 Elan Close (RG30),38,1,14,37,9,3,37,97,24,54,307,65,0,0,16,18,4,0,0,0,0,42,47,11,0,0
 Eldart Close (RG30),38,3,2,30,0,8,5,79,0,42,230,66,0,0,17,19,1,1,0,0,0,45,50,3,3,0
 Eldon Place (RG1),15,0,0,9,3,0,0,60,20,54,311,59,0,0,8,3,2,0,2,0,0,53,20,13,0,13
 Eldon Road (RG1),10,4,0,1,0,40,0,10,0,62,356,46,0,0,0,1,7,2,0,0,0,0,10,70,20,0
 Eldon Square (RG1),18,15,1,3,1,83,6,17,6,59,346,54,0,0,5,6,4,1,2,0,0,28,33,22,6,11
 Eldon Street (RG1),29,1,1,18,0,3,3,62,0,58,329,57,0,0,3,19,5,1,1,0,0,10,66,17,3,3
 Eldon Terrace (RG1),13,1,0,10,4,8,0,77,31,63,332,58,0,1,3,4,3,2,0,0,8,23,31,23,15,0
 Elgar Road (RG2),143,2,2,110,3,1,1,77,2,56,324,55,0,0,10,81,44,4,4,0,0,7,57,31,3,3
